Id,mssubclass,mszoning,lotfrontage,lotarea,street,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremod/add,roofstyle,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,garagetype,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,screenporch,mosold,yrsold,saleprice
2163,20,RL,63.0,8500,Pave,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,BrkFace,106.0,4,3,PConc,4,3,3,1,1422.0,1422.0,5,1,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,RFn,2.0,626.0,3,3,Y,192,60,0,0,11,2007,179600
2819,20,RL,67.0,8877,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,None,0.0,3,3,CBlock,2,2,1,2,0.0,836.0,3,1,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,3,6,Typ,0,Detchd,Unf,2.0,396.0,3,3,Y,0,0,0,0,4,2006,102000
1025,20,RL,68.99824046920821,15611,Pave,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1977,1977,Gable,VinylSd,None,0.0,3,3,PConc,4,3,3,5,266.0,1126.0,3,1,SBrkr,1126,0,0,1126,0.0,1.0,2,0,3,1,5,6,Typ,0,Attchd,RFn,2.0,540.0,3,3,Y,180,0,0,0,3,2008,175000
2592,20,RL,70.0,13300,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,2001,Hip,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,521.0,1015.0,4,1,SBrkr,1384,0,0,1384,1.0,0.0,1,0,2,1,3,6,Min1,0,Attchd,Unf,2.0,896.0,3,3,Y,75,0,0,0,6,2006,159000
1491,20,RL,65.0,6500,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,6,1976,1976,Hip,HdBoard,BrkFace,84.0,3,3,CBlock,3,5,1,4,94.0,1127.0,3,1,SBrkr,1127,0,0,1127,0.0,1.0,1,1,3,1,3,6,Typ,1,Detchd,Unf,2.0,480.0,3,3,Y,0,0,138,0,5,2008,135000
2742,50,RL,75.0,9525,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,550.0,994.0,4,1,SBrkr,1216,639,0,1855,0.0,0.0,2,0,4,1,3,7,Typ,0,Attchd,Unf,1.0,325.0,3,3,Y,182,0,0,0,10,2006,136900
2497,20,RL,65.0,6993,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,447.0,912.0,3,1,SBrkr,1236,0,0,1236,0.0,0.0,1,0,3,1,3,6,Typ,1,Attchd,Unf,1.0,288.0,3,3,Y,0,0,0,0,6,2006,135000
495,60,RL,82.0,9430,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,BrkFace,673.0,4,3,PConc,4,3,2,6,89.0,1252.0,5,1,SBrkr,1268,1097,0,2365,1.0,0.0,2,1,3,1,4,8,Typ,1,Attchd,RFn,3.0,856.0,3,3,Y,0,128,0,180,7,2009,337000
2528,60,RL,68.99824046920821,11029,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,435.0,1054.0,3,1,SBrkr,1512,1142,0,2654,1.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,Unf,2.0,619.0,3,3,Y,0,65,0,222,8,2006,250000
1033,60,RL,68.99824046920821,14311,Pave,IR1,Lvl,FR3,Gtl,NWAmes,Norm,1Fam,2Story,8,5,1996,1996,Gable,VinylSd,BrkFace,402.0,4,3,PConc,4,3,1,6,213.0,1236.0,5,1,SBrkr,1236,1104,0,2340,1.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,RFn,3.0,787.0,3,3,Y,192,180,218,0,6,2008,306000
764,90,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,None,0.0,3,4,CBlock,4,4,4,6,0.0,1200.0,3,1,SBrkr,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,Typ,0,NA,NA,0.0,0.0,0,0,Y,120,0,0,0,3,2009,179000
1165,160,FV,34.0,3604,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,689.0,689.0,5,1,SBrkr,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,Typ,0,Detchd,Unf,2.0,540.0,3,3,Y,0,102,0,0,2,2008,146000
2037,50,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,2,1,2,763.0,1138.0,4,1,SBrkr,1138,1042,0,2180,0.0,0.0,1,1,3,1,3,7,Typ,1,Detchd,Unf,2.0,720.0,3,3,N,0,0,170,0,5,2007,161000
113,20,RL,68.99824046920821,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,BrkFace,28.0,3,3,PConc,3,3,2,5,410.0,1610.0,4,1,SBrkr,1610,0,0,1610,1.0,0.0,2,0,3,1,4,6,Typ,2,Attchd,RFn,2.0,480.0,3,3,Y,168,68,0,0,2,2010,205000
1572,120,RL,42.0,4084,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,VinylSd,BrkFace,340.0,4,3,CBlock,4,3,3,6,384.0,1277.0,4,1,SBrkr,1501,0,0,1501,1.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,Fin,2.0,512.0,3,3,Y,240,0,0,0,7,2008,241500
2052,20,RL,61.0,7943,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,BrkCmn,192.0,3,2,CBlock,3,3,2,3,126.0,1029.0,4,1,SBrkr,1029,0,0,1029,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,Unf,1.0,261.0,3,3,Y,64,0,39,0,4,2007,118500
2702,80,RL,92.0,6930,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,Hip,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,4,468.0,1062.0,5,1,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,4,6,Min2,0,BuiltIn,Unf,1.0,288.0,3,3,Y,168,0,294,0,7,2006,130000
1981,30,RM,60.0,7200,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,8,1940,1950,Gable,VinylSd,Stone,279.0,3,3,CBlock,3,3,1,1,808.0,808.0,5,1,SBrkr,1072,0,0,1072,0.0,0.0,1,0,2,1,3,5,Typ,2,Detchd,Unf,2.0,379.0,3,3,Y,0,0,0,0,5,2007,130000
2335,60,RL,82.0,16052,Pave,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,Stone,734.0,5,3,PConc,5,3,1,6,644.0,1850.0,5,1,SBrkr,1850,848,0,2698,1.0,0.0,2,1,4,1,5,11,Typ,1,Attchd,RFn,3.0,736.0,3,3,Y,250,0,0,0,7,2006,535000
563,20,RL,65.0,7150,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,5,6,1962,1962,Gable,VinylSd,BrkFace,60.0,3,3,CBlock,3,3,1,2,182.0,912.0,4,1,SBrkr,912,0,0,912,0.0,1.0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1.0,252.0,3,3,Y,0,0,0,0,10,2009,123000
1502,90,RL,65.0,6012,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Duplex,1Story,4,5,1955,1955,Gable,AsbShng,None,0.0,3,2,PConc,0,0,0,0,0.0,0.0,3,0,SBrkr,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,Typ,0,NA,NA,0.0,0.0,0,0,N,0,0,0,0,6,2008,82000
1310,75,RM,53.0,5350,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,2Story,7,8,1920,1965,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,508.0,624.0,5,1,SBrkr,730,720,0,1450,0.0,0.0,1,0,3,1,3,7,Typ,0,Detchd,Unf,1.0,288.0,3,3,Y,0,192,0,0,3,2008,132000
2598,30,RL,60.0,5400,Pave,Reg,Lvl,Corner,Sev,OldTown,Norm,1Fam,1Story,5,6,1921,1968,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,1073.0,1073.0,5,1,SBrkr,1073,0,0,1073,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,Unf,1.0,326.0,3,3,Y,0,0,112,0,12,2006,108480
2715,20,RL,68.99824046920821,9535,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,BrkFace,450.0,3,3,CBlock,3,3,1,4,0.0,1176.0,3,1,SBrkr,1458,0,0,1458,1.0,0.0,1,1,3,1,3,7,Typ,1,Attchd,Unf,2.0,512.0,3,3,Y,284,0,0,0,7,2006,165000
1810,20,RL,65.0,7441,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,BrkFace,170.0,4,3,PConc,4,3,1,1,1461.0,1461.0,5,1,SBrkr,1486,0,0,1486,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,RFn,2.0,566.0,3,3,Y,0,32,0,0,6,2007,181000
778,80,RL,88.0,15400,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,5,5,1961,1961,Hip,HdBoard,None,0.0,3,3,CBlock,3,4,1,1,552.0,552.0,3,1,SBrkr,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,Typ,1,Attchd,Unf,1.0,384.0,3,3,Y,290,40,0,0,7,2009,165000
339,50,RL,68.0,10544,Pave,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1.5Fin,5,5,1969,1969,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,3,4,388.0,864.0,3,1,SBrkr,864,615,0,1479,0.0,0.0,2,0,5,1,3,8,Typ,0,Attchd,Fin,1.0,275.0,3,3,Y,287,0,280,0,4,2010,161000
2460,20,RL,85.0,10936,Pave,Reg,Lvl,Corner,Gtl,Somerst,Feedr,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,BrkFace,60.0,4,3,PConc,4,3,1,1,1504.0,1504.0,5,1,SBrkr,1504,0,0,1504,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,Fin,2.0,510.0,3,3,Y,144,0,0,0,9,2006,199000
320,60,RL,80.0,11316,Pave,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,BrkFace,44.0,4,3,PConc,4,3,1,6,193.0,817.0,5,1,SBrkr,824,1070,0,1894,1.0,0.0,2,1,4,1,4,8,Typ,1,BuiltIn,Fin,2.0,510.0,3,3,Y,0,40,0,0,2,2010,214900
2461,20,FV,72.0,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1254.0,1278.0,5,1,SBrkr,1278,0,0,1278,0.0,0.0,2,0,2,1,4,5,Typ,0,Attchd,RFn,2.0,584.0,3,3,Y,0,60,0,0,10,2006,198600
2449,60,RL,93.0,12090,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Hip,VinylSd,BrkFace,650.0,4,3,PConc,4,3,1,1,1141.0,1141.0,4,1,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,4,10,Typ,1,BuiltIn,Fin,2.0,420.0,3,3,Y,144,123,0,0,7,2006,258000
817,90,RL,68.99824046920821,7939,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,2Story,7,5,2000,2000,Hip,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,348.0,1168.0,5,1,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,Typ,2,BuiltIn,Fin,4.0,820.0,3,3,Y,312,0,0,0,10,2009,269500
1893,80,RL,85.0,9350,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,7,1964,1991,Hip,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,4,2,452.0,1302.0,5,1,SBrkr,1302,0,0,1302,0.0,1.0,2,0,3,1,4,7,Min1,0,Attchd,RFn,1.0,309.0,3,3,Y,333,0,0,0,10,2007,158000
479,80,RL,68.99824046920821,7750,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,None,0.0,4,3,PConc,4,3,1,6,55.0,408.0,5,1,SBrkr,779,640,0,1419,1.0,0.0,2,1,3,1,4,7,Typ,1,BuiltIn,Fin,2.0,527.0,3,3,Y,120,0,0,0,3,2009,184100
1657,20,RL,128.0,13001,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,5,1971,1971,Hip,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,2,5,1012.0,1625.0,3,1,SBrkr,1220,0,0,1220,0.0,1.0,2,0,2,1,3,6,Typ,1,Attchd,Unf,2.0,944.0,3,3,Y,0,0,249,0,9,2007,170000
937,80,RL,68.99824046920821,13607,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,SLvl,6,6,1986,1986,Gable,VinylSd,BrkFace,242.0,3,4,CBlock,3,3,1,5,118.0,572.0,4,1,SBrkr,1182,800,0,1982,1.0,0.0,2,1,3,1,3,6,Typ,1,BuiltIn,Fin,2.0,501.0,3,3,Y,400,112,0,0,4,2009,208000
879,120,RM,68.99824046920821,4435,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,163.0,848.0,5,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,Typ,0,Attchd,Fin,2.0,420.0,3,3,Y,140,0,0,0,5,2009,140000
945,120,RM,44.0,3843,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CemntBd,Stone,174.0,5,3,PConc,5,3,4,6,120.0,1596.0,5,1,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,5,5,Typ,1,Attchd,Fin,2.0,482.0,3,3,Y,162,53,0,0,6,2009,230000
1010,120,RL,65.0,5950,Pave,IR1,HLS,Inside,Mod,StoneBr,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,HdBoard,None,0.0,4,3,PConc,4,3,4,6,1018.0,1337.0,4,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,Typ,1,Attchd,RFn,2.0,462.0,3,3,Y,0,73,154,0,4,2008,188500
2861,50,RL,80.0,12400,Pave,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,4,3,2,4,299.0,901.0,3,1,SBrkr,1125,592,0,1717,0.0,0.0,1,1,2,1,3,7,Typ,1,Attchd,Unf,1.0,410.0,3,3,Y,0,0,0,113,2,2006,194000
1245,20,RL,75.0,10425,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1958,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,330.0,1104.0,4,1,SBrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,RFn,1.0,384.0,3,3,Y,0,0,0,0,4,2008,133000
854,20,RL,68.99824046920821,16269,Pave,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,Gable,MetalSd,BrkFace,76.0,3,3,BrkTil,4,3,3,6,282.0,907.0,3,1,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,Unf,1.0,343.0,3,3,Y,72,0,0,0,7,2009,140000
1437,60,RL,68.0,8998,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,BrkFace,120.0,4,3,PConc,4,3,2,6,255.0,782.0,5,1,SBrkr,782,870,0,1652,0.0,0.0,2,1,3,1,4,6,Typ,0,Attchd,RFn,2.0,532.0,3,3,Y,0,70,0,0,6,2008,207500
586,60,RL,80.0,10400,Pave,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,6,7,1967,1997,Gable,MetalSd,BrkFace,256.0,3,3,PConc,3,3,1,1,932.0,932.0,4,1,SBrkr,1271,1369,0,2640,0.0,0.0,2,1,5,1,4,8,Typ,1,Attchd,RFn,2.0,515.0,3,3,Y,0,120,0,168,5,2009,256900
1947,50,RL,60.0,10134,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,735.0,735.0,4,1,FuseA,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,Unf,1.0,240.0,3,3,Y,0,39,0,0,7,2007,109000
815,90,RL,64.0,7007,Pave,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,3,1,SBrkr,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,Typ,0,Attchd,Unf,2.0,400.0,3,3,Y,0,0,0,0,6,2009,113722
831,20,RL,78.0,11645,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,Stone,76.0,4,3,PConc,5,3,4,6,1474.0,1498.0,5,1,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,Fin,3.0,844.0,3,3,Y,144,98,0,0,3,2009,237000
1919,20,RL,60.0,8250,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,7,1963,1963,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,765.0,1053.0,4,1,SBrkr,1053,0,0,1053,1.0,0.0,1,0,3,1,4,6,Typ,0,2Types,RFn,2.0,692.0,3,3,Y,240,0,0,109,7,2007,142100
2306,20,RL,68.99824046920821,11027,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1954,1954,Hip,Wd Sdng,Stone,28.0,3,3,CBlock,3,3,1,4,171.0,1178.0,4,1,SBrkr,1293,0,0,1293,1.0,0.0,2,0,2,1,3,5,Typ,0,Attchd,RFn,2.0,452.0,3,3,Y,280,0,0,0,5,2006,149900
430,20,RL,95.0,12350,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,Stone,450.0,5,3,PConc,5,3,3,6,788.0,2020.0,5,1,SBrkr,2020,0,0,2020,1.0,0.0,2,0,3,1,5,7,Typ,1,Attchd,RFn,3.0,896.0,3,3,Y,192,98,0,0,5,2009,404000
2618,60,RL,68.99824046920821,18275,Pave,IR1,HLS,Inside,Gtl,NAmes,Norm,1Fam,2Story,7,8,1962,1998,Gable,Plywood,None,0.0,3,3,CBlock,3,3,4,5,802.0,1438.0,3,1,SBrkr,1900,548,0,2448,1.0,0.0,3,0,3,1,3,9,Typ,2,Attchd,RFn,2.0,441.0,3,3,Y,520,102,0,0,9,2006,277500
245,60,RL,77.0,9206,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,1,1,741.0,741.0,3,1,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,Fin,2.0,476.0,3,3,Y,192,46,0,0,6,2010,178000
462,120,RL,48.0,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,461.0,1324.0,5,1,SBrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,Fin,2.0,550.0,3,3,Y,192,38,0,0,12,2009,254000
182,30,RM,68.0,9656,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,2,2,1923,1970,Gable,AsbShng,None,0.0,3,2,BrkTil,2,2,1,1,678.0,678.0,3,0,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,3,5,Typ,1,Detchd,Unf,2.0,780.0,2,2,N,0,0,0,0,6,2010,12789
1625,20,RL,63.0,7875,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,BrkFace,38.0,3,3,PConc,4,4,1,1,1237.0,1237.0,4,1,SBrkr,1253,0,0,1253,0.0,0.0,2,0,3,1,3,6,Typ,1,Attchd,Fin,2.0,402.0,3,3,Y,220,21,0,0,6,2007,176000
2381,60,RL,111.0,16259,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,Stone,370.0,3,3,PConc,5,4,3,1,1249.0,1249.0,5,1,SBrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,Typ,0,Attchd,RFn,3.0,840.0,3,3,Y,240,154,0,0,9,2006,342643
1827,20,RL,68.99824046920821,6173,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,BrkFace,75.0,3,3,CBlock,3,3,1,6,277.0,876.0,3,1,SBrkr,902,0,0,902,0.0,0.0,1,0,3,1,3,6,Typ,0,Attchd,Unf,1.0,288.0,3,3,Y,0,0,0,0,8,2007,125500
1580,20,RL,75.0,12890,Pave,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,6,5,1989,1989,Gable,Wd Sdng,BrkFace,128.0,3,3,CBlock,4,3,1,1,1495.0,1495.0,5,1,SBrkr,1495,0,0,1495,0.0,0.0,2,0,3,1,3,8,Typ,1,Attchd,Unf,2.0,438.0,3,3,Y,252,0,192,0,7,2008,150000
1803,20,FV,84.0,10440,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,None,0.0,5,3,PConc,4,3,2,1,1574.0,1574.0,5,1,SBrkr,1584,0,0,1584,0.0,0.0,2,0,2,1,5,6,Typ,1,Attchd,Fin,2.0,594.0,3,3,Y,0,256,0,0,5,2007,261329
1132,20,RL,63.0,7500,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,BrkFace,120.0,3,3,PConc,4,3,1,6,400.0,1080.0,5,1,SBrkr,1080,0,0,1080,1.0,0.0,1,0,3,1,4,6,Typ,0,NA,NA,0.0,0.0,0,0,Y,0,0,0,0,4,2008,141000
1941,20,RL,75.0,9532,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,6,1953,1953,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,156.0,1105.0,4,1,SBrkr,1647,0,0,1647,1.0,0.0,1,0,3,1,3,6,Min1,1,Attchd,Fin,1.0,280.0,3,3,Y,225,0,0,0,2,2007,153000
1742,120,RL,53.0,3922,Pave,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,BrkFace,72.0,4,3,PConc,5,3,3,1,1258.0,1258.0,5,1,SBrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,Fin,3.0,648.0,3,3,Y,144,16,0,0,6,2007,172500
2026,70,RL,60.0,8730,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,2Story,6,7,1915,2003,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,698.0,698.0,5,1,FuseA,698,698,0,1396,0.0,0.0,1,0,3,1,3,7,Typ,0,Detchd,Unf,1.0,384.0,3,3,Y,0,0,0,259,7,2007,153575
2245,30,C (all),60.0,6060,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,5,9,1930,2007,Hip,MetalSd,None,0.0,4,3,BrkTil,3,3,1,5,100.0,837.0,5,1,SBrkr,1001,0,0,1001,0.0,0.0,1,0,2,1,4,5,Typ,0,Detchd,Unf,1.0,216.0,3,1,N,154,0,42,0,11,2007,124900
1691,20,RL,107.0,14450,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Gable,CemntBd,BrkFace,315.0,5,3,PConc,5,3,4,1,2121.0,2121.0,5,1,SBrkr,2121,0,0,2121,0.0,0.0,2,1,3,1,5,8,Typ,1,Attchd,Fin,3.0,732.0,3,3,Y,124,98,0,142,5,2007,415298
725,50,RM,60.0,5400,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,MetalSd,None,0.0,2,3,BrkTil,3,3,1,1,972.0,972.0,5,1,SBrkr,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,Typ,0,Detchd,Unf,1.0,207.0,2,3,Y,0,0,176,0,9,2009,119000
1787,20,RL,85.0,10000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,Stone,410.0,4,3,PConc,4,4,3,1,1588.0,1588.0,5,1,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,RFn,3.0,825.0,3,3,Y,144,45,0,0,12,2007,227000
1216,20,RL,72.0,10007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,HdBoard,BrkFace,54.0,4,3,CBlock,3,3,1,5,247.0,1053.0,5,1,SBrkr,1053,0,0,1053,1.0,0.0,1,1,3,1,4,5,Typ,0,Attchd,RFn,1.0,312.0,3,3,Y,0,0,0,0,8,2008,145500
2654,30,RM,52.0,7830,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,5,1921,1950,Gable,AsbShng,None,0.0,3,3,BrkTil,2,3,1,2,76.0,492.0,3,1,SBrkr,492,0,0,492,1.0,0.0,1,0,1,1,3,3,Typ,0,Detchd,Unf,1.0,200.0,2,3,N,0,0,78,0,6,2006,61500
